"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHE","Switzerland","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,6729955,,
"CHE","Switzerland","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,6584402,,
"CHE","Switzerland","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,5779139,,
"CHE","Switzerland","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,7416629,"B","Break"
"CHE","Switzerland","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,8648181,,
"CHE","Switzerland","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,7732299,,
"CHE","Switzerland","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,7830138,,
"CHE","Switzerland","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,7465323.69,,
"ARG","Argentina","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,14674000,,
"ARG","Argentina","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,13588000,,
"ARG","Argentina","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,14530000,,
"ARG","Argentina","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,15248266,,
"ARG","Argentina","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,15383644,,
"BGR","Bulgaria","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,2799000,,
"BGR","Bulgaria","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,2443000,,
"BGR","Bulgaria","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,2328000,,
"BGR","Bulgaria","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,2623000,,
"BGR","Bulgaria","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,2862000,,
"BGR","Bulgaria","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,3026616,,
"BGR","Bulgaria","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,3154330,,
"BGR","Bulgaria","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,3414665,,
"BGR","Bulgaria","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,3809465,,
"HRV","Croatia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,6023000,,
"HRV","Croatia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,5774000,,
"HRV","Croatia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,5438000,,
"HRV","Croatia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,6010000,,
"HRV","Croatia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,6056000,,
"HRV","Croatia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,6225000,,
"HRV","Croatia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,5411000,,
"HRV","Croatia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,4040000,,
"HRV","Croatia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,2926000,"B","Break"
"EGY","Egypt","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,7904754,,
"EGY","Egypt","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,8100441,,
"EGY","Egypt","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,7339847,,
"EGY","Egypt","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,7455686,,
"EGY","Egypt","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,8712854,,
"EGY","Egypt","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,8927950,,
"EGY","Egypt","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,9148188,,
"IDN","Indonesia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,225000,,
"IDN","Indonesia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,229700,,
"IDN","Indonesia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,234400,,
"IDN","Indonesia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,236752,,
"IDN","Indonesia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,245290,,
"ISR","Israel","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,6485000,,
"ISR","Israel","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,6626000,,
"ISR","Israel","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,6412000,,
"ISR","Israel","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,6711000,,
"ISR","Israel","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,6997000,,
"ISR","Israel","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,7130000,,
"ISR","Israel","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,7300000,,
"ISR","Israel","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,7946000,,
"ISR","Israel","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,8183000,,
"LVA","Latvia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,3657000,,
"LVA","Latvia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,3598000,,
"LVA","Latvia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,3504000,,
"LVA","Latvia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,3471900,,
"LVA","Latvia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,3796070,"B","Break"
"LVA","Latvia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,3156196,,
"LVA","Latvia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,3257763,,
"LVA","Latvia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,2972204,,
"LVA","Latvia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,3071015,,
"LTU","Lithuania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,2819000,,
"LTU","Lithuania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,2431000,,
"LTU","Lithuania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,2453000,,
"LTU","Lithuania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,2479000,,
"LTU","Lithuania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,2516000,,
"LTU","Lithuania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,2589000,,
"LTU","Lithuania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,2649200,,
"LTU","Lithuania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,2663200,,
"LTU","Lithuania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,2554000,,
"MKD","Former Yugoslav Republic of Macedonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,350363,,
"MKD","Former Yugoslav Republic of Macedonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,328566,,
"MKD","Former Yugoslav Republic of Macedonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,324545,,
"MKD","Former Yugoslav Republic of Macedonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,320097,,
"MKD","Former Yugoslav Republic of Macedonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,312274,,
"MKD","Former Yugoslav Republic of Macedonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,302114,,
"MKD","Former Yugoslav Republic of Macedonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,310336,,
"ROU","Romania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,9716000,,
"ROU","Romania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,11651000,,
"ROU","Romania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,10797000,,
"ROU","Romania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,11986000,,
"ROU","Romania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,15833076,,
"ROU","Romania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,16357934,,
"ROU","Romania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,15840344,,
"ROU","Romania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,16193896,,
"ROU","Romania","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,15014932,,
"BEL-BRU","Region of Brussels-Capital","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,415962,,
"BEL-BRU","Region of Brussels-Capital","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,473222,,
"BEL-BRU","Region of Brussels-Capital","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,590794,,
"BEL-BRU","Region of Brussels-Capital","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,665785,,
"BEL-BRU","Region of Brussels-Capital","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,634277,,
"BEL-BRU","Region of Brussels-Capital","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,665447,,
"BEL-BRU","Region of Brussels-Capital","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,702128,,
"BEL-BRU","Region of Brussels-Capital","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,676254,"B","Break"
"BEL-BRU","Region of Brussels-Capital","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,634245,,
"BEL-VLG","Flanders","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,1850959,,
"BEL-VLG","Flanders","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,1895325,,
"BEL-VLG","Flanders","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,2085745,,
"BEL-VLG","Flanders","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,2245613,,
"BEL-VLG","Flanders","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,2188458,,
"BEL-VLG","Flanders","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,2276667,,
"BEL-VLG","Flanders","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,2419927,,
"BEL-VLG","Flanders","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,2582100,"B","Break"
"BEL-VLG","Flanders","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,2589622,,
"BEL-WAL","Wallonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,814566,,
"BEL-WAL","Wallonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,849776,,
"BEL-WAL","Wallonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,924624,,
"BEL-WAL","Wallonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,971399,,
"BEL-WAL","Wallonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,982854,,
"BEL-WAL","Wallonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,1005114,,
"BEL-WAL","Wallonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,1053332,,
"BEL-WAL","Wallonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,1046061,"B","Break"
"BEL-WAL","Wallonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,1102012,,
"AUS","Australia","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2008","2008","NBR","Number","0","Units",,,277865000,,
"AUS","Australia","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2009","2009","NBR","Number","0","Units",,,262236000,,
"AUS","Australia","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2010","2010","NBR","Number","0","Units",,,265393000,,
"AUS","Australia","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2011","2011","NBR","Number","0","Units",,,270573000,,
"AUS","Australia","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2012","2012","NBR","Number","0","Units",,,281733000,,
"AUS","Australia","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2013","2013","NBR","Number","0","Units",,,282680000,,
"AUS","Australia","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2014","2014","NBR","Number","0","Units",,,310533000,,
"AUS","Australia","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2015","2015","NBR","Number","0","Units",,,317535000,,
"AUS","Australia","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2016","2016","NBR","Number","0","Units",,,334798000,,
"AUT","Austria","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2008","2008","NBR","Number","0","Units",,,33879341,,
"AUT","Austria","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2009","2009","NBR","Number","0","Units",,,34443184,,
"AUT","Austria","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2010","2010","NBR","Number","0","Units",,,35023597,,
"AUT","Austria","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2011","2011","NBR","Number","0","Units",,,35296997,,
"AUT","Austria","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2012","2012","NBR","Number","0","Units",,,35964164,,
"AUT","Austria","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2013","2013","NBR","Number","0","Units",,,35754660,,
"AUT","Austria","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2014","2014","NBR","Number","0","Units",,,35667712,,
"AUT","Austria","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2015","2015","NBR","Number","0","Units",,,36425294,,
"AUT","Austria","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2016","2016","NBR","Number","0","Units",,,38013518,,
"CAN","Canada","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2008","2008","NBR","Number","0","Units",,,261873000,,
"CAN","Canada","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2009","2009","NBR","Number","0","Units",,,265659000,,
"CAN","Canada","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2010","2010","NBR","Number","0","Units",,,271869000,,
"CAN","Canada","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2011","2011","NBR","Number","0","Units",,,288945000,"B","Break"
"CAN","Canada","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2012","2012","NBR","Number","0","Units",,,297302000,,
"CAN","Canada","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2013","2013","NBR","Number","0","Units",,,287115000,,
"CAN","Canada","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2014","2014","NBR","Number","0","Units",,,292569000,,
"CAN","Canada","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2015","2015","NBR","Number","0","Units",,,306212000,,
"CAN","Canada","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2016","2016","NBR","Number","0","Units",,,344706000,,
"CZE","Czech Republic","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2008","2008","NBR","Number","0","Units",,,19296452,,
"CZE","Czech Republic","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2009","2009","NBR","Number","0","Units",,,18915299,,
"CZE","Czech Republic","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2010","2010","NBR","Number","0","Units",,,18542864,,
"CZE","Czech Republic","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2011","2011","NBR","Number","0","Units",,,18810249,,
"CZE","Czech Republic","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2012","2012","NBR","Number","0","Units",,,21484472,"B","Break"
"CZE","Czech Republic","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2013","2013","NBR","Number","0","Units",,,21163383,,
"CZE","Czech Republic","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2014","2014","NBR","Number","0","Units",,,20836817,,
"CZE","Czech Republic","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2015","2015","NBR","Number","0","Units",,,23807391,,
"CZE","Czech Republic","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2016","2016","NBR","Number","0","Units",,,25428808,,
"FIN","Finland","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2008","2008","NBR","Number","0","Units",,,77674000,,
