"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TUR","Turkey","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,71251000,,
"TUR","Turkey","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,68450000,,
"TUR","Turkey","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2009","2009","NBR","Number","0","Units",,,39572000,,
"TUR","Turkey","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2010","2010","NBR","Number","0","Units",,,43128000,,
"TUR","Turkey","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2011","2011","NBR","Number","0","Units",,,38317000,,
"TUR","Turkey","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2012","2012","NBR","Number","0","Units",,,41304000,,
"TUR","Turkey","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2013","2013","NBR","Number","0","Units",,,43709000,,
"TUR","Turkey","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2014","2014","NBR","Number","0","Units",,,44194000,,
"TUR","Turkey","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2015","2015","NBR","Number","0","Units",,,44130000,,
"TUR","Turkey","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2016","2016","NBR","Number","0","Units",,,38051000,,
"GBR","United Kingdom","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,114442000,,
"GBR","United Kingdom","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,122537000,,
"GBR","United Kingdom","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,115711000,,
"GBR","United Kingdom","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,126635000,,
"GBR","United Kingdom","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,126019000,,
"GBR","United Kingdom","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,122910000,,
"GBR","United Kingdom","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,114240000,,
"GBR","United Kingdom","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,124426000,,
"GBR","United Kingdom","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2011","2011","NBR","Number","0","Units",,,1542000000,,
"GBR","United Kingdom","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2012","2012","NBR","Number","0","Units",,,1710000000,,
"GBR","United Kingdom","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2013","2013","NBR","Number","0","Units",,,1588000000,,
"GBR","United Kingdom","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2014","2014","NBR","Number","0","Units",,,1585000000,,
"GBR","United Kingdom","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2015","2015","NBR","Number","0","Units",,,1525000000,,
"GBR","United Kingdom","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,102666000,,
"GBR","United Kingdom","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,105312000,,
"GBR","United Kingdom","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,100819000,,
"GBR","United Kingdom","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,106996000,,
"GBR","United Kingdom","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,113514000,,
"GBR","United Kingdom","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,107450000,,
"GBR","United Kingdom","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,103990000,,
"GBR","United Kingdom","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,107300000,,
"GBR","United Kingdom","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2008","2008","NBR","Number","0","Units",,,112993000,,
"GBR","United Kingdom","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2009","2009","NBR","Number","0","Units",,,128956000,,
"GBR","United Kingdom","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2010","2010","NBR","Number","0","Units",,,118726000,,
"GBR","United Kingdom","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2011","2011","NBR","Number","0","Units",,,128467000,,
"GBR","United Kingdom","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,123941000,,
"GBR","United Kingdom","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,113570000,,
"GBR","United Kingdom","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,106220000,,
"GBR","United Kingdom","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2015","2015","NBR","Number","0","Units",,,112900000,,
"HRV","Croatia","TRIPS_TOTAL","Total domestic trips","2008","2008","NBR","Number","0","Units",,,13637000,,
"HRV","Croatia","TRIPS_TOTAL","Total domestic trips","2009","2009","NBR","Number","0","Units",,,13141000,,
"HRV","Croatia","TRIPS_TOTAL","Total domestic trips","2011","2011","NBR","Number","0","Units",,,14852000,,
"HRV","Croatia","TRIPS_TOTAL","Total domestic trips","2012","2012","NBR","Number","0","Units",,,15088000,,
"HRV","Croatia","TRIPS_TOTAL","Total domestic trips","2013","2013","NBR","Number","0","Units",,,15843000,,
"HRV","Croatia","TRIPS_TOTAL","Total domestic trips","2014","2014","NBR","Number","0","Units",,,16515000,,
"HRV","Croatia","TRIPS_TOTAL","Total domestic trips","2015","2015","NBR","Number","0","Units",,,12195000,,
"HRV","Croatia","TRIPS_TOTAL","Total domestic trips","2016","2016","NBR","Number","0","Units",,,8803000,"B","Break"
"HRV","Croatia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2008","2008","NBR","Number","0","Units",,,7614000,,
"HRV","Croatia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2009","2009","NBR","Number","0","Units",,,7367000,,
"HRV","Croatia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2011","2011","NBR","Number","0","Units",,,8842000,,
"HRV","Croatia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2012","2012","NBR","Number","0","Units",,,9032000,,
"HRV","Croatia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2013","2013","NBR","Number","0","Units",,,9618000,,
"HRV","Croatia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2014","2014","NBR","Number","0","Units",,,11104000,,
"HRV","Croatia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2015","2015","NBR","Number","0","Units",,,8155000,,
"HRV","Croatia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2016","2016","NBR","Number","0","Units",,,5877000,"B","Break"
"HRV","Croatia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,3836000,,
"HRV","Croatia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,3357000,,
"HRV","Croatia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,3134000,,
"HRV","Croatia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,3592000,,
"HRV","Croatia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,3624000,,
"HRV","Croatia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,2605000,,
"HRV","Croatia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,1888000,"B","Break"
"HRV","Croatia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2009","2009","NBR","Number","0","Units",,,2010000,,
"HRV","Croatia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2011","2011","NBR","Number","0","Units",,,1831000,,
"HRV","Croatia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,1473000,,
"HRV","Croatia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,1691000,,
"HRV","Croatia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,818000,,
"HRV","Croatia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2015","2015","NBR","Number","0","Units",,,1030000,,
"HRV","Croatia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2016","2016","NBR","Number","0","Units",,,442000,"B","Break"
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,276874,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,267326,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,235686,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,235792,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,238329,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,240782,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,257107,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2008","2008","NBR","Number","0","Units",,,390853,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2009","2009","NBR","Number","0","Units",,,363906,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2010","2010","NBR","Number","0","Units",,,287516,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2011","2011","NBR","Number","0","Units",,,260940,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,239905,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,199953,,
"MKD","Former Yugoslav Republic of Macedonia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,162199,,
"ROU","Romania","TRIPS_TOTAL","Total domestic trips","2010","2010","NBR","Number","0","Units",,,40884000,,
"ROU","Romania","TRIPS_TOTAL","Total domestic trips","2011","2011","NBR","Number","0","Units",,,41004000,,
"ROU","Romania","TRIPS_TOTAL","Total domestic trips","2012","2012","NBR","Number","0","Units",,,53512692,,
"ROU","Romania","TRIPS_TOTAL","Total domestic trips","2013","2013","NBR","Number","0","Units",,,52410775,,
"ROU","Romania","TRIPS_TOTAL","Total domestic trips","2014","2014","NBR","Number","0","Units",,,50083855,,
"ROU","Romania","TRIPS_TOTAL","Total domestic trips","2015","2015","NBR","Number","0","Units",,,52761718,,
"ROU","Romania","TRIPS_TOTAL","Total domestic trips","2016","2016","NBR","Number","0","Units",,,46986045,,
"ROU","Romania","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2010","2010","NBR","Number","0","Units",,,30087000,,
"ROU","Romania","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2011","2011","NBR","Number","0","Units",,,29018000,,
"ROU","Romania","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2012","2012","NBR","Number","0","Units",,,37679616,,
"ROU","Romania","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2013","2013","NBR","Number","0","Units",,,36052841,,
"ROU","Romania","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2014","2014","NBR","Number","0","Units",,,34243511,,
"ROU","Romania","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2015","2015","NBR","Number","0","Units",,,36567822,,
"ROU","Romania","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2016","2016","NBR","Number","0","Units",,,31971113,,
"ROU","Romania","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,16580000,,
"ROU","Romania","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,13932000,,
"ROU","Romania","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,12662000,,
"ROU","Romania","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,14326000,,
"ROU","Romania","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,15361247,,
"ROU","Romania","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,15437880,,
"ROU","Romania","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,16049142,,
"ROU","Romania","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,18470661,,
"ROU","Romania","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,19990448,,
"ROU","Romania","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2008","2008","NBR","Number","0","Units",,,787000,,
"ROU","Romania","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2009","2009","NBR","Number","0","Units",,,726000,,
"ROU","Romania","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2010","2010","NBR","Number","0","Units",,,550000,,
"ROU","Romania","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2011","2011","NBR","Number","0","Units",,,525134,,
"ROU","Romania","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,438628,,
"ROU","Romania","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,392736,,
"ROU","Romania","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,418638,,
"ROU","Romania","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2015","2015","NBR","Number","0","Units",,,514365,,
"ROU","Romania","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2016","2016","NBR","Number","0","Units",,,472400,,
"SVN","Slovenia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2008","2008","NBR","Number","0","Units",,,1637149,,
"SVN","Slovenia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2009","2009","NBR","Number","0","Units",,,1696855,,
"SVN","Slovenia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2010","2010","NBR","Number","0","Units",,,1639541,,
"SVN","Slovenia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2011","2011","NBR","Number","0","Units",,,1613412,,
"SVN","Slovenia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,1553030,,
"SVN","Slovenia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,1496528,,
"SVN","Slovenia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,1412995,,
"SVN","Slovenia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2015","2015","NBR","Number","0","Units",,,1511493,,
"SVN","Slovenia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2016","2016","NBR","Number","0","Units",,,1548293,,
"BEL-BRU","Region of Brussels-Capital","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,725849,,
"BEL-BRU","Region of Brussels-Capital","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,827769,,
"BEL-BRU","Region of Brussels-Capital","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,1013938,,
"BEL-BRU","Region of Brussels-Capital","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,1137945,,
"BEL-BRU","Region of Brussels-Capital","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,1110670,,
"BEL-BRU","Region of Brussels-Capital","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,1163196,,
"BEL-BRU","Region of Brussels-Capital","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,1232417,,
"BEL-BRU","Region of Brussels-Capital","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,1181608,"B","Break"
"BEL-BRU","Region of Brussels-Capital","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,1029891,,
"BEL-VLG","Flanders","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,3356566,,
"BEL-VLG","Flanders","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,3401300,,
"BEL-VLG","Flanders","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,3673341,,
"BEL-VLG","Flanders","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,3851774,,
"BEL-VLG","Flanders","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,3674397,,
"BEL-VLG","Flanders","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,3798170,,
"BEL-VLG","Flanders","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,4032401,,
"BEL-VLG","Flanders","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,4259541,"B","Break"
"BEL-VLG","Flanders","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,4240033,,
"BEL-WAL","Wallonia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,1339087,,
"BEL-WAL","Wallonia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,1377315,,
"BEL-WAL","Wallonia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,1481726,,
"BEL-WAL","Wallonia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,1539622,,
"BEL-WAL","Wallonia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,1543317,,
"BEL-WAL","Wallonia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,1564050,,
"BEL-WAL","Wallonia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,1661293,,
"BEL-WAL","Wallonia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,1606698,"B","Break"
"BEL-WAL","Wallonia","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,1698401,,
"ITA","Italy","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,141186598,,
"ITA","Italy","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,139789528,,
"ITA","Italy","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,139546950,,
"ITA","Italy","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,139896825,,
"ITA","Italy","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,132909800,,
"ITA","Italy","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,128429060,,
"ITA","Italy","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,127567695,,
"ITA","Italy","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,133270279,,
"ITA","Italy","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,135598511,"P","Provisional value"
"ITA","Italy","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2008","2008","NBR","Number","0","Units",,,70682680,,
"ITA","Italy","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2009","2009","NBR","Number","0","Units",,,71478983,,
"ITA","Italy","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2010","2010","NBR","Number","0","Units",,,70793102,,
"ITA","Italy","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2011","2011","NBR","Number","0","Units",,,70523845,,
"ITA","Italy","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,67206695,,
"ITA","Italy","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,63563173,,
"ITA","Italy","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,63410604,,
"ITA","Italy","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2015","2015","NBR","Number","0","Units",,,66885677,,
"ITA","Italy","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2016","2016","NBR","Number","0","Units",,,67825368,"P","Provisional value"
"AUT","Austria","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,21865698,,
"AUT","Austria","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,22266831,,
"AUT","Austria","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,23028916,,
"AUT","Austria","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,23179622,,
"AUT","Austria","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,23761788,,
"AUT","Austria","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,23634952,,
"AUT","Austria","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,23481554,,
"AUT","Austria","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,23941039,,
"AUT","Austria","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,24840833,,
"AUT","Austria","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2008","2008","NBR","Number","0","Units",,,8113733,,
"AUT","Austria","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2009","2009","NBR","Number","0","Units",,,8341494,,
"AUT","Austria","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2010","2010","NBR","Number","0","Units",,,8327497,,
"AUT","Austria","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2011","2011","NBR","Number","0","Units",,,8514732,,
"AUT","Austria","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,8620501,,
"AUT","Austria","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,8618875,,
"AUT","Austria","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,8860126,,
"AUT","Austria","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2015","2015","NBR","Number","0","Units",,,9122324,,
"AUT","Austria","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2016","2016","NBR","Number","0","Units",,,9718048,,
"AUT","Austria","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2008","2008","NBR","Number","0","Units",,,3899910,,
"AUT","Austria","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2009","2009","NBR","Number","0","Units",,,3834859,,
"AUT","Austria","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2010","2010","NBR","Number","0","Units",,,3667184,,
"AUT","Austria","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2011","2011","NBR","Number","0","Units",,,3602643,,
"AUT","Austria","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2012","2012","NBR","Number","0","Units",,,3581875,,
"AUT","Austria","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2013","2013","NBR","Number","0","Units",,,3500833,,
"AUT","Austria","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2014","2014","NBR","Number","0","Units",,,3326032,,
"AUT","Austria","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2015","2015","NBR","Number","0","Units",,,3361931,,
"AUT","Austria","ACCOMM_PRIVATE_NIGHTS","Private accommodation","2016","2016","NBR","Number","0","Units",,,3454637,,
"DNK","Denmark","TRIPS_TOTAL","Total domestic trips","2008","2008","NBR","Number","0","Units",,,50742676,"E","Estimated value"
"DNK","Denmark","TRIPS_TOTAL","Total domestic trips","2009","2009","NBR","Number","0","Units",,,50436886,"E","Estimated value"
"DNK","Denmark","TRIPS_TOTAL","Total domestic trips","2010","2010","NBR","Number","0","Units",,,50413172,"E","Estimated value"
"DNK","Denmark","TRIPS_TOTAL","Total domestic trips","2011","2011","NBR","Number","0","Units",,,45639014,"E","Estimated value"
"DNK","Denmark","TRIPS_TOTAL","Total domestic trips","2012","2012","NBR","Number","0","Units",,,45642016,"E","Estimated value"
"DNK","Denmark","TRIPS_TOTAL","Total domestic trips","2013","2013","NBR","Number","0","Units",,,45686150,"E","Estimated value"
"DNK","Denmark","TRIPS_TOTAL","Total domestic trips","2014","2014","NBR","Number","0","Units",,,50793415.514,"E","Estimated value"
"DNK","Denmark","TRIPS_TOTAL","Total domestic trips","2015","2015","NBR","Number","0","Units",,,50732294,"E","Estimated value"
"DNK","Denmark","TRIPS_TOTAL","Total domestic trips","2016","2016","NBR","Number","0","Units",,,50986711.619,"E","Estimated value"
"DNK","Denmark","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2008","2008","NBR","Number","0","Units",,,35778720,"E","Estimated value"
